index,Humidity,Temperature,timestamp,Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Gust  [sfc],High Cloud Cover  [high cld lay],Mean Sea Level Pressure  [MSL]
1,49.0,16.833333333333332,2020-12-19 09:00:00,14.168641000000001,332.78387000000004,17.28,0,1020.3
2,50.0,21.571428571428573,2020-12-19 09:00:00,14.168641000000001,332.78387000000004,17.28,0,1020.3
3,43.90909090909091,17.649350649350648,2020-12-19 09:00:00,14.168641000000001,332.78387000000004,17.28,0,1020.3
4,49.0,11.0,2020-12-19 09:00:00,14.168641000000001,332.78387000000004,17.28,0,1020.3
