index,Humidity,Temperature,timestamp,Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Gust  [sfc],High Cloud Cover  [high cld lay],Mean Sea Level Pressure  [MSL]
1,48.0,17.5,2020-12-19 11:00:00,12.413476,343.1416,15.84,0,1018.2
2,48.013333333333335,22.2,2020-12-19 11:00:00,12.413476,343.1416,15.84,0,1018.2
3,41.89873417721519,18.189873417721518,2020-12-19 11:00:00,12.413476,343.1416,15.84,0,1018.2
4,38.84615384615385,13.435897435897436,2020-12-19 11:00:00,12.413476,343.1416,15.84,0,1018.2
